,trial_type,response,story_pass,s_or_q,state,qtype,edge,altedge,slider_true_right,objective_pr,edge_count,altedge_count,ex_pr_edge,ex_pr_altedge,resp_objective,resp_ex_pr_edge,resp_ex_pr_altedge,response_right,response_objective_right,response_experienced_right,correct
781,html-slider-response,100.0,48,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,25.0,17.0,59.523809523809526,40.476190476190474,60.0,59.523809523809526,40.476190476190474,True,True,True,True
782,instructions,,48,s,Walktoback,,,,,,433.0,433.0,50.0,50.0,,,,False,False,False,True
783,html-slider-response,0.0,48,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,False,100.0,21.0,21.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
784,instructions,,48,s,Stepinfront,,,,,,434.0,434.0,50.0,50.0,,,,False,False,False,True
785,html-slider-response,100.0,48,q,Stepinfront,Default,StepinfrontShove,StepinfrontSubjectstares,False,16.0,2.0,17.0,10.526315789473683,89.47368421052632,84.0,89.47368421052632,10.526315789473685,True,True,True,True
786,instructions,,48,s,Shove,,,,,,435.0,435.0,50.0,50.0,,,,False,False,False,True
787,html-slider-response,0.0,48,q,Shove,Permute,ShoveXshove,ShoveXshove,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0,False,True,True,False
788,instructions,,48,s,Xshove,,,,,,436.0,436.0,50.0,50.0,,,,False,False,False,True
789,html-slider-response,100.0,48,q,Xshove,Permute,XshoveDessertcrumble,XshoveDessertcrumble,True,100.0,12.0,12.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
790,instructions,,48,s,Dessertcrumble,,,,,,437.0,437.0,50.0,50.0,,,,False,False,False,True
791,html-slider-response,0.0,48,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,24.0,24.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
792,instructions,,48,s,Baristaorders,,,,,,438.0,438.0,50.0,50.0,,,,False,False,False,True
793,instructions,,48,s,Lovejuice,,,,,,439.0,439.0,50.0,50.0,,,,False,False,False,True
794,html-slider-response,100.0,48,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,23.0,23.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
795,instructions,,48,s,END,,,,,,440.0,440.0,50.0,50.0,,,,False,False,False,True
796,instructions,,49,s,BEGIN,,,,,,441.0,441.0,50.0,50.0,,,,False,False,False,True
797,html-slider-response,0.0,49,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,26.0,17.0,60.46511627906976,39.53488372093023,40.0,39.53488372093024,60.46511627906977,False,True,True,False
798,instructions,,49,s,Walktoback,,,,,,442.0,442.0,50.0,50.0,,,,False,False,False,True
799,html-slider-response,0.0,49,q,Walktoback,Alter,WalktobackSayexcuseme,WalktobackSayexcuseme,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
800,instructions,,49,s,Sayexcuseme,,,,,,443.0,443.0,50.0,50.0,,,,False,False,False,True
801,html-slider-response,100.0,49,q,Sayexcuseme,Default,SayexcusemeShove,SayexcusemeSubjectstares,False,44.0,6.0,4.0,60.0,40.0,56.0,40.0,60.0,True,True,True,True
802,instructions,,49,s,Shove,,,,,,444.0,444.0,50.0,50.0,,,,False,False,False,True
803,html-slider-response,100.0,49,q,Shove,Permute,ShoveXshove,ShoveXshove,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
804,instructions,,49,s,Xshove,,,,,,445.0,445.0,50.0,50.0,,,,False,False,False,True
805,html-slider-response,0.0,49,q,Xshove,Default,XshoveDessertcrumble,XshoveCreamsplash,False,35.0,13.0,0.0,100.0,0.0,65.0,0.0,100.0,False,True,False,False
806,instructions,,49,s,Dessertcrumble,,,,,,446.0,446.0,50.0,50.0,,,,False,False,False,True
807,html-slider-response,100.0,49,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,25.0,25.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
808,instructions,,49,s,Baristaorders,,,,,,447.0,447.0,50.0,50.0,,,,False,False,False,True
809,html-slider-response,0.0,49,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,21.0,6.0,77.77777777777779,22.22222222222222,70.0,77.77777777777779,22.22222222222222,False,True,True,False
810,instructions,,49,s,Lovejuice,,,,,,448.0,448.0,50.0,50.0,,,,False,False,False,True
811,html-slider-response,100.0,49,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,24.0,24.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
812,instructions,,49,s,END,,,,,,449.0,449.0,50.0,50.0,,,,False,False,False,True
813,instructions,,50,s,BEGIN,,,,,,450.0,450.0,50.0,50.0,,,,False,False,False,True
814,html-slider-response,0.0,50,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,17.0,27.0,38.63636363636363,61.36363636363637,40.0,38.63636363636363,61.36363636363637,False,True,True,False
815,instructions,,50,s,Walktofront,,,,,,451.0,451.0,50.0,50.0,,,,False,False,False,True
816,html-slider-response,0.0,50,q,Walktofront,Alter,WalktofrontSayexcuseme,WalktofrontSayexcuseme,False,100.0,8.0,8.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
817,instructions,,50,s,Sayexcuseme,,,,,,452.0,452.0,50.0,50.0,,,,False,False,False,True
818,html-slider-response,0.0,50,q,Sayexcuseme,Default,SayexcusemeSubjectstares,SayexcusemeShove,True,55.0,4.0,7.0,36.36363636363637,63.63636363636363,55.0,36.36363636363637,63.63636363636363,False,True,True,False
819,instructions,,50,s,Subjectstares,,,,,,453.0,453.0,50.0,50.0,,,,False,False,False,True
820,instructions,,50,s,Turntobarista,,,,,,454.0,454.0,50.0,50.0,,,,False,False,False,True
821,html-slider-response,100.0,50,q,Turntobarista,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,True,100.0,10.0,10.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
822,instructions,,50,s,Dessertcrumble,,,,,,455.0,455.0,50.0,50.0,,,,False,False,False,True
823,html-slider-response,0.0,50,q,Dessertcrumble,Alter,DessertcrumbleCallpoliceman,DessertcrumbleCallpoliceman,True,100.0,9.0,9.0,50.0,50.0,100.0,50.0,50.0,False,True,True,False
824,instructions,,50,s,Callpoliceman,,,,,,456.0,456.0,50.0,50.0,,,,False,False,False,True
825,html-slider-response,100.0,50,q,Callpoliceman,Default,CallpolicemanHatecoffee,CallpolicemanLovejuice,False,70.0,14.0,4.0,77.77777777777779,22.22222222222222,30.0,22.222222222222214,77.77777777777777,True,True,True,True
826,instructions,,50,s,Hatecoffee,,,,,,457.0,457.0,50.0,50.0,,,,False,False,False,True
827,html-slider-response,100.0,50,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,True,100.0,18.0,18.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
828,instructions,,50,s,END,,,,,,458.0,458.0,50.0,50.0,,,,False,False,False,True
829,instructions,,51,s,BEGIN,,,,,,459.0,459.0,50.0,50.0,,,,False,False,False,True
830,html-slider-response,0.0,51,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,18.0,27.0,40.0,60.0,40.0,40.0,60.0,False,True,True,False
831,instructions,,51,s,Walktofront,,,,,,460.0,460.0,50.0,50.0,,,,False,False,False,True
832,instructions,,51,s,Sayexcuseme,,,,,,461.0,461.0,50.0,50.0,,,,False,False,False,True
833,html-slider-response,100.0,51,q,Sayexcuseme,Permute,SayexcusemeShove,SayexcusemeShove,True,100.0,7.0,7.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
834,instructions,,51,s,Shove,,,,,,462.0,462.0,50.0,50.0,,,,False,False,False,True
835,html-slider-response,0.0,51,q,Shove,Permute,ShoveXstare,ShoveXstare,False,100.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
836,instructions,,51,s,Xstare,,,,,,463.0,463.0,50.0,50.0,,,,False,False,False,True
837,html-slider-response,100.0,51,q,Xstare,Permute,XstareDessertcrumble,XstareDessertcrumble,True,100.0,12.0,12.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
838,instructions,,51,s,Dessertcrumble,,,,,,464.0,464.0,50.0,50.0,,,,False,False,False,True
839,html-slider-response,100.0,51,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,26.0,26.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
840,instructions,,51,s,Baristaorders,,,,,,465.0,465.0,50.0,50.0,,,,False,False,False,True
841,html-slider-response,0.0,51,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,False,70.0,22.0,6.0,78.57142857142857,21.428571428571427,30.0,21.42857142857143,78.57142857142857,False,True,True,False
842,instructions,,51,s,Lovejuice,,,,,,466.0,466.0,50.0,50.0,,,,False,False,False,True
843,instructions,,51,s,END,,,,,,467.0,467.0,50.0,50.0,,,,False,False,False,True
844,instructions,,52,s,BEGIN,,,,,,468.0,468.0,50.0,50.0,,,,False,False,False,True
845,html-slider-response,100.0,52,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,False,40.0,19.0,27.0,41.30434782608695,58.69565217391305,60.0,58.69565217391305,41.30434782608695,True,True,True,True
846,instructions,,52,s,Walktofront,,,,,,469.0,469.0,50.0,50.0,,,,False,False,False,True
847,html-slider-response,100.0,52,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,False,50.0,13.0,9.0,59.09090909090909,40.909090909090914,50.0,40.90909090909091,59.090909090909086,True,True,True,True
848,instructions,,52,s,Stepinfront,,,,,,470.0,470.0,50.0,50.0,,,,False,False,False,True
849,html-slider-response,100.0,52,q,Stepinfront,Default,StepinfrontSubjectstares,StepinfrontIgnore,True,55.0,17.0,15.0,53.125,46.875,55.0,53.125,46.875,True,True,True,True
850,instructions,,52,s,Subjectstares,,,,,,471.0,471.0,50.0,50.0,,,,False,False,False,True
851,instructions,,52,s,Turntobarista,,,,,,472.0,472.0,50.0,50.0,,,,False,False,False,True
852,html-slider-response,100.0,52,q,Turntobarista,Permute,TurntobaristaCreamsplash,TurntobaristaCreamsplash,True,100.0,7.0,7.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
853,instructions,,52,s,Creamsplash,,,,,,473.0,473.0,50.0,50.0,,,,False,False,False,True
854,html-slider-response,0.0,52,q,Creamsplash,Alter,CreamsplashBaristaorders,CreamsplashBaristaorders,False,100.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
855,instructions,,52,s,Baristaorders,,,,,,474.0,474.0,50.0,50.0,,,,False,False,False,True
856,instructions,,52,s,Lovejuice,,,,,,475.0,475.0,50.0,50.0,,,,False,False,False,True
857,html-slider-response,100.0,52,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,25.0,25.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
858,instructions,,52,s,END,,,,,,476.0,476.0,50.0,50.0,,,,False,False,False,True
859,instructions,,53,s,BEGIN,,,,,,477.0,477.0,50.0,50.0,,,,False,False,False,True
860,html-slider-response,100.0,53,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,27.0,20.0,57.446808510638306,42.5531914893617,40.0,42.553191489361694,57.4468085106383,True,True,True,True
861,instructions,,53,s,Walktoback,,,,,,478.0,478.0,50.0,50.0,,,,False,False,False,True
862,html-slider-response,100.0,53,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,22.0,22.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
863,instructions,,53,s,Stepinfront,,,,,,479.0,479.0,50.0,50.0,,,,False,False,False,True
864,instructions,,53,s,Subjectstares,,,,,,480.0,480.0,50.0,50.0,,,,False,False,False,True
865,html-slider-response,0.0,53,q,Subjectstares,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,False,100.0,14.0,14.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
866,instructions,,53,s,Turntobarista,,,,,,481.0,481.0,50.0,50.0,,,,False,False,False,True
867,html-slider-response,0.0,53,q,Turntobarista,Permute,TurntobaristaCreamsplash,TurntobaristaCreamsplash,False,100.0,8.0,8.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
868,instructions,,53,s,Creamsplash,,,,,,482.0,482.0,50.0,50.0,,,,False,False,False,True
869,html-slider-response,0.0,53,q,Creamsplash,Alter,CreamsplashCallpoliceman,CreamsplashCallpoliceman,False,100.0,8.0,8.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
870,instructions,,53,s,Callpoliceman,,,,,,483.0,483.0,50.0,50.0,,,,False,False,False,True
871,html-slider-response,100.0,53,q,Callpoliceman,Permute,CallpolicemanLovejuice,CallpolicemanLovejuice,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
872,instructions,,53,s,Lovejuice,,,,,,484.0,484.0,50.0,50.0,,,,False,False,False,True
873,html-slider-response,0.0,53,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,26.0,26.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
874,instructions,,53,s,END,,,,,,485.0,485.0,50.0,50.0,,,,False,False,False,True
875,instructions,,54,s,BEGIN,,,,,,486.0,486.0,50.0,50.0,,,,False,False,False,True
876,html-slider-response,100.0,54,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,20.0,28.0,41.66666666666667,58.333333333333336,40.0,41.66666666666667,58.333333333333336,True,True,True,True
877,instructions,,54,s,Walktofront,,,,,,487.0,487.0,50.0,50.0,,,,False,False,False,True
878,html-slider-response,0.0,54,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,False,50.0,14.0,9.0,60.86956521739131,39.130434782608695,50.0,39.13043478260869,60.869565217391305,False,True,True,False
879,instructions,,54,s,Stepinfront,,,,,,488.0,488.0,50.0,50.0,,,,False,False,False,True
880,html-slider-response,0.0,54,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,False,100.0,18.0,18.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
881,instructions,,54,s,Subjectstares,,,,,,489.0,489.0,50.0,50.0,,,,False,False,False,True
882,html-slider-response,100.0,54,q,Subjectstares,Default,SubjectstaresXshove,SubjectstaresTurntobarista,False,33.0,6.0,15.0,28.57142857142857,71.42857142857143,67.0,71.42857142857143,28.57142857142857,True,True,True,True
883,instructions,,54,s,Xshove,,,,,,490.0,490.0,50.0,50.0,,,,False,False,False,True
884,html-slider-response,0.0,54,q,Xshove,Default,XshoveDessertcrumble,XshoveCreamsplash,False,35.0,14.0,0.0,100.0,0.0,65.0,0.0,100.0,False,True,False,False
885,instructions,,54,s,Dessertcrumble,,,,,,491.0,491.0,50.0,50.0,,,,False,False,False,True
886,html-slider-response,0.0,54,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,27.0,27.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
887,instructions,,54,s,Baristaorders,,,,,,492.0,492.0,50.0,50.0,,,,False,False,False,True
888,html-slider-response,100.0,54,q,Baristaorders,Permute,BaristaordersLovejuice,BaristaordersLovejuice,True,100.0,23.0,23.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
889,instructions,,54,s,Lovejuice,,,,,,493.0,493.0,50.0,50.0,,,,False,False,False,True
890,html-slider-response,0.0,54,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,27.0,27.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
891,instructions,,54,s,END,,,,,,494.0,494.0,50.0,50.0,,,,False,False,False,True
892,instructions,,55,s,BEGIN,,,,,,495.0,495.0,50.0,50.0,,,,False,False,False,True
893,html-slider-response,0.0,55,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,28.0,21.0,57.14285714285714,42.857142857142854,40.0,42.85714285714286,57.142857142857146,False,True,True,False
894,instructions,,55,s,Walktoback,,,,,,496.0,496.0,50.0,50.0,,,,False,False,False,True
895,html-slider-response,0.0,55,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,False,100.0,23.0,23.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
896,instructions,,55,s,Stepinfront,,,,,,497.0,497.0,50.0,50.0,,,,False,False,False,True
897,html-slider-response,100.0,55,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,19.0,19.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
898,instructions,,55,s,Subjectstares,,,,,,498.0,498.0,50.0,50.0,,,,False,False,False,True
899,html-slider-response,100.0,55,q,Subjectstares,Default,SubjectstaresXshove,SubjectstaresXstare,True,74.0,7.0,4.0,63.63636363636363,36.36363636363637,74.0,63.63636363636363,36.36363636363637,True,True,True,True
900,instructions,,55,s,Xshove,,,,,,499.0,499.0,50.0,50.0,,,,False,False,False,True
901,html-slider-response,0.0,55,q,Xshove,Permute,XshoveDessertcrumble,XshoveDessertcrumble,False,100.0,15.0,15.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
902,instructions,,55,s,Dessertcrumble,,,,,,500.0,500.0,50.0,50.0,,,,False,False,False,True
903,html-slider-response,100.0,55,q,Dessertcrumble,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,True,90.0,28.0,10.0,73.68421052631578,26.31578947368421,90.0,73.68421052631578,26.31578947368421,True,True,True,True
904,instructions,,55,s,Baristaorders,,,,,,501.0,501.0,50.0,50.0,,,,False,False,False,True
905,html-slider-response,0.0,55,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,False,70.0,24.0,6.0,80.0,20.0,30.0,20.0,80.0,False,True,True,False
906,instructions,,55,s,Lovejuice,,,,,,502.0,502.0,50.0,50.0,,,,False,False,False,True
907,html-slider-response,100.0,55,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,28.0,28.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
908,instructions,,55,s,END,,,,,,503.0,503.0,50.0,50.0,,,,False,False,False,True
909,instructions,,56,s,BEGIN,,,,,,504.0,504.0,50.0,50.0,,,,False,False,False,True
910,html-slider-response,100.0,56,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,29.0,21.0,57.99999999999999,42.0,60.0,57.99999999999999,42.0,True,True,True,True
911,instructions,,56,s,Walktoback,,,,,,505.0,505.0,50.0,50.0,,,,False,False,False,True
912,html-slider-response,100.0,56,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,24.0,24.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
913,instructions,,56,s,Stepinfront,,,,,,506.0,506.0,50.0,50.0,,,,False,False,False,True
914,html-slider-response,0.0,56,q,Stepinfront,Default,StepinfrontSubjectstares,StepinfrontShove,False,83.0,20.0,3.0,86.95652173913044,13.043478260869565,17.0,13.043478260869563,86.95652173913044,False,True,True,False
915,instructions,,56,s,Subjectstares,,,,,,507.0,507.0,50.0,50.0,,,,False,False,False,True
916,html-slider-response,100.0,56,q,Subjectstares,Default,SubjectstaresXstare,SubjectstaresTurntobarista,True,14.0,4.0,15.0,21.052631578947366,78.94736842105263,14.0,21.052631578947366,78.94736842105263,True,True,True,True
917,instructions,,56,s,Xstare,,,,,,508.0,508.0,50.0,50.0,,,,False,False,False,True
918,html-slider-response,100.0,56,q,Xstare,Default,XstareCreamsplash,XstareDessertcrumble,False,50.0,4.0,13.0,23.52941176470588,76.47058823529412,50.0,76.47058823529412,23.529411764705884,True,True,True,True
919,instructions,,56,s,Creamsplash,,,,,,509.0,509.0,50.0,50.0,,,,False,False,False,True
920,html-slider-response,100.0,56,q,Creamsplash,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,False,90.0,9.0,4.0,69.23076923076923,30.76923076923077,10.0,30.769230769230774,69.23076923076923,True,True,True,True
921,instructions,,56,s,Callpoliceman,,,,,,510.0,510.0,50.0,50.0,,,,False,False,False,True
922,html-slider-response,100.0,56,q,Callpoliceman,Permute,CallpolicemanHatecoffee,CallpolicemanHatecoffee,True,100.0,15.0,15.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
923,instructions,,56,s,Hatecoffee,,,,,,511.0,511.0,50.0,50.0,,,,False,False,False,True
924,html-slider-response,0.0,56,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,19.0,19.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
925,instructions,,56,s,END,,,,,,512.0,512.0,50.0,50.0,,,,False,False,False,True
926,instructions,,57,s,BEGIN,,,,,,513.0,513.0,50.0,50.0,,,,False,False,False,True
927,html-slider-response,100.0,57,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,False,40.0,21.0,30.0,41.17647058823529,58.82352941176471,60.0,58.82352941176471,41.17647058823529,True,True,True,True
928,instructions,,57,s,Walktofront,,,,,,514.0,514.0,50.0,50.0,,,,False,False,False,True
929,html-slider-response,0.0,57,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,True,50.0,15.0,9.0,62.5,37.5,50.0,62.5,37.5,False,True,True,False
930,instructions,,57,s,Stepinfront,,,,,,515.0,515.0,50.0,50.0,,,,False,False,False,True
931,html-slider-response,100.0,57,q,Stepinfront,Alter,StepinfrontIgnore,StepinfrontIgnore,True,100.0,15.0,15.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
932,instructions,,57,s,Ignore,,,,,,516.0,516.0,50.0,50.0,,,,False,False,False,True
933,html-slider-response,100.0,57,q,Ignore,Default,IgnoreTurntobarista,IgnoreXstare,False,33.0,3.0,8.0,27.27272727272727,72.72727272727273,67.0,72.72727272727273,27.272727272727266,True,True,True,True
934,instructions,,57,s,Turntobarista,,,,,,517.0,517.0,50.0,50.0,,,,False,False,False,True
935,html-slider-response,100.0,57,q,Turntobarista,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,True,100.0,11.0,11.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
936,instructions,,57,s,Dessertcrumble,,,,,,518.0,518.0,50.0,50.0,,,,False,False,False,True
937,html-slider-response,100.0,57,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,29.0,29.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
938,instructions,,57,s,Baristaorders,,,,,,519.0,519.0,50.0,50.0,,,,False,False,False,True
939,html-slider-response,0.0,57,q,Baristaorders,Permute,BaristaordersLovejuice,BaristaordersLovejuice,False,100.0,25.0,25.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
940,instructions,,57,s,Lovejuice,,,,,,520.0,520.0,50.0,50.0,,,,False,False,False,True
941,html-slider-response,0.0,57,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,29.0,29.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
942,instructions,,57,s,END,,,,,,521.0,521.0,50.0,50.0,,,,False,False,False,True
943,instructions,,58,s,BEGIN,,,,,,522.0,522.0,50.0,50.0,,,,False,False,False,True
944,html-slider-response,100.0,58,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,30.0,22.0,57.692307692307686,42.30769230769231,60.0,57.692307692307686,42.30769230769231,True,True,True,True
945,instructions,,58,s,Walktoback,,,,,,523.0,523.0,50.0,50.0,,,,False,False,False,True
946,instructions,,58,s,Stepinfront,,,,,,524.0,524.0,50.0,50.0,,,,False,False,False,True
947,html-slider-response,0.0,58,q,Stepinfront,Default,StepinfrontIgnore,StepinfrontSubjectstares,True,44.0,16.0,21.0,43.24324324324324,56.75675675675676,44.0,43.24324324324324,56.75675675675676,False,True,True,False
948,instructions,,58,s,Ignore,,,,,,525.0,525.0,50.0,50.0,,,,False,False,False,True
949,html-slider-response,100.0,58,q,Ignore,Default,IgnoreXstare,IgnoreTurntobarista,False,66.0,8.0,4.0,66.66666666666666,33.33333333333333,34.0,33.33333333333334,66.66666666666667,True,True,True,True
950,instructions,,58,s,Xstare,,,,,,526.0,526.0,50.0,50.0,,,,False,False,False,True
951,html-slider-response,0.0,58,q,Xstare,Permute,XstareDessertcrumble,XstareDessertcrumble,False,100.0,13.0,13.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
952,instructions,,58,s,Dessertcrumble,,,,,,527.0,527.0,50.0,50.0,,,,False,False,False,True
953,html-slider-response,0.0,58,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,30.0,30.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
954,instructions,,58,s,Baristaorders,,,,,,528.0,528.0,50.0,50.0,,,,False,False,False,True
955,html-slider-response,0.0,58,q,Baristaorders,Permute,BaristaordersHatecoffee,BaristaordersHatecoffee,False,100.0,6.0,6.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
956,instructions,,58,s,Hatecoffee,,,,,,529.0,529.0,50.0,50.0,,,,False,False,False,True
957,html-slider-response,0.0,58,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,20.0,20.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
958,instructions,,58,s,END,,,,,,530.0,530.0,50.0,50.0,,,,False,False,False,True
959,instructions,,59,s,BEGIN,,,,,,531.0,531.0,50.0,50.0,,,,False,False,False,True
960,instructions,,59,s,Walktofront,,,,,,532.0,532.0,50.0,50.0,,,,False,False,False,True
961,html-slider-response,0.0,59,q,Walktofront,Default,WalktofrontSayexcuseme,WalktofrontStepinfront,True,50.0,9.0,16.0,36.0,64.0,50.0,36.0,64.0,False,True,True,False
962,instructions,,59,s,Sayexcuseme,,,,,,533.0,533.0,50.0,50.0,,,,False,False,False,True
963,html-slider-response,100.0,59,q,Sayexcuseme,Default,SayexcusemeSubjectstares,SayexcusemeShove,True,55.0,5.0,8.0,38.46153846153847,61.53846153846154,55.0,38.46153846153847,61.53846153846154,True,True,True,True
964,instructions,,59,s,Subjectstares,,,,,,534.0,534.0,50.0,50.0,,,,False,False,False,True
965,html-slider-response,100.0,59,q,Subjectstares,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,True,100.0,15.0,15.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
966,instructions,,59,s,Turntobarista,,,,,,535.0,535.0,50.0,50.0,,,,False,False,False,True
967,html-slider-response,0.0,59,q,Turntobarista,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,False,100.0,12.0,12.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
968,instructions,,59,s,Dessertcrumble,,,,,,536.0,536.0,50.0,50.0,,,,False,False,False,True
969,html-slider-response,0.0,59,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,31.0,31.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
970,instructions,,59,s,Baristaorders,,,,,,537.0,537.0,50.0,50.0,,,,False,False,False,True
971,html-slider-response,0.0,59,q,Baristaorders,Permute,BaristaordersLovejuice,BaristaordersLovejuice,False,100.0,26.0,26.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
972,instructions,,59,s,Lovejuice,,,,,,538.0,538.0,50.0,50.0,,,,False,False,False,True
973,html-slider-response,100.0,59,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,30.0,30.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
974,instructions,,59,s,END,,,,,,539.0,539.0,50.0,50.0,,,,False,False,False,True
975,instructions,,60,s,BEGIN,,,,,,540.0,540.0,50.0,50.0,,,,False,False,False,True
