,trial_type,response,story_pass,s_or_q,state,qtype,edge,altedge,slider_true_right,objective_pr,edge_count,altedge_count,ex_pr_edge,ex_pr_altedge,resp_objective,resp_ex_pr_edge,resp_ex_pr_altedge,response_right,response_objective_right,response_experienced_right,correct
198,html-slider-response,100.0,12,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,False,50.0,3.0,2.0,60.0,40.0,50.0,40.0,60.0,True,True,True,True
199,instructions,,12,s,Stepinfront,,,,,,110.0,110.0,50.0,50.0,,,,False,False,False,True
200,html-slider-response,100.0,12,q,Stepinfront,Default,StepinfrontIgnore,StepinfrontSubjectstares,True,44.0,3.0,5.0,37.5,62.5,44.0,37.5,62.5,True,True,True,True
201,instructions,,12,s,Ignore,,,,,,111.0,111.0,50.0,50.0,,,,False,False,False,True
202,html-slider-response,100.0,12,q,Ignore,Alter,IgnoreTurntobarista,IgnoreTurntobarista,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,True,True,False,True
203,instructions,,12,s,Turntobarista,,,,,,112.0,112.0,50.0,50.0,,,,False,False,False,True
204,html-slider-response,0.0,12,q,Turntobarista,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
205,instructions,,12,s,Dessertcrumble,,,,,,113.0,113.0,50.0,50.0,,,,False,False,False,True
206,html-slider-response,100.0,12,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
207,instructions,,12,s,Baristaorders,,,,,,114.0,114.0,50.0,50.0,,,,False,False,False,True
208,html-slider-response,100.0,12,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,4.0,1.0,80.0,20.0,70.0,80.0,20.0,True,True,True,True
209,instructions,,12,s,Lovejuice,,,,,,115.0,115.0,50.0,50.0,,,,False,False,False,True
210,instructions,,12,s,END,,,,,,116.0,116.0,50.0,50.0,,,,False,False,False,True
211,instructions,,13,s,BEGIN,,,,,,117.0,117.0,50.0,50.0,,,,False,False,False,True
212,html-slider-response,0.0,13,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,6.0,5.0,54.54545454545454,45.45454545454545,40.0,45.45454545454546,54.54545454545455,False,True,True,False
213,instructions,,13,s,Walktoback,,,,,,118.0,118.0,50.0,50.0,,,,False,False,False,True
214,html-slider-response,100.0,13,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
215,instructions,,13,s,Stepinfront,,,,,,119.0,119.0,50.0,50.0,,,,False,False,False,True
216,html-slider-response,0.0,13,q,Stepinfront,Default,StepinfrontIgnore,StepinfrontSubjectstares,False,44.0,4.0,5.0,44.44444444444444,55.55555555555556,56.0,55.55555555555556,44.44444444444444,False,True,True,False
217,instructions,,13,s,Ignore,,,,,,120.0,120.0,50.0,50.0,,,,False,False,False,True
218,html-slider-response,0.0,13,q,Ignore,Default,IgnoreTurntobarista,IgnoreXshove,False,74.0,1.0,0.0,100.0,0.0,26.0,0.0,100.0,False,True,False,False
219,instructions,,13,s,Turntobarista,,,,,,121.0,121.0,50.0,50.0,,,,False,False,False,True
220,html-slider-response,100.0,13,q,Turntobarista,Default,TurntobaristaCreamsplash,TurntobaristaDessertcrumble,True,50.0,2.0,2.0,50.0,50.0,50.0,50.0,50.0,True,True,True,True
221,instructions,,13,s,Creamsplash,,,,,,122.0,122.0,50.0,50.0,,,,False,False,False,True
222,html-slider-response,100.0,13,q,Creamsplash,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,False,90.0,2.0,1.0,66.66666666666666,33.33333333333333,10.0,33.33333333333334,66.66666666666667,True,True,True,True
223,instructions,,13,s,Callpoliceman,,,,,,123.0,123.0,50.0,50.0,,,,False,False,False,True
224,instructions,,13,s,Lovejuice,,,,,,124.0,124.0,50.0,50.0,,,,False,False,False,True
225,html-slider-response,100.0,13,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
226,instructions,,13,s,END,,,,,,125.0,125.0,50.0,50.0,,,,False,False,False,True
227,instructions,,14,s,BEGIN,,,,,,126.0,126.0,50.0,50.0,,,,False,False,False,True
228,html-slider-response,100.0,14,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,5.0,7.0,41.66666666666667,58.333333333333336,40.0,41.66666666666667,58.333333333333336,True,True,True,True
229,instructions,,14,s,Walktofront,,,,,,127.0,127.0,50.0,50.0,,,,False,False,False,True
230,html-slider-response,0.0,14,q,Walktofront,Default,WalktofrontSayexcuseme,WalktofrontStepinfront,False,50.0,2.0,4.0,33.33333333333333,66.66666666666666,50.0,66.66666666666667,33.33333333333334,False,True,True,False
231,instructions,,14,s,Sayexcuseme,,,,,,128.0,128.0,50.0,50.0,,,,False,False,False,True
232,instructions,,14,s,Subjectstares,,,,,,129.0,129.0,50.0,50.0,,,,False,False,False,True
233,html-slider-response,100.0,14,q,Subjectstares,Default,SubjectstaresXstare,SubjectstaresXshove,False,25.0,1.0,2.0,33.33333333333333,66.66666666666666,75.0,66.66666666666667,33.33333333333334,True,True,True,True
234,instructions,,14,s,Xstare,,,,,,130.0,130.0,50.0,50.0,,,,False,False,False,True
235,html-slider-response,100.0,14,q,Xstare,Default,XstareCreamsplash,XstareDessertcrumble,True,50.0,1.0,4.0,20.0,80.0,50.0,20.0,80.0,True,True,True,True
236,instructions,,14,s,Creamsplash,,,,,,131.0,131.0,50.0,50.0,,,,False,False,False,True
237,html-slider-response,0.0,14,q,Creamsplash,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,False,90.0,3.0,1.0,75.0,25.0,10.0,25.0,75.0,False,True,True,False
238,instructions,,14,s,Callpoliceman,,,,,,132.0,132.0,50.0,50.0,,,,False,False,False,True
239,html-slider-response,0.0,14,q,Callpoliceman,Permute,CallpolicemanLovejuice,CallpolicemanLovejuice,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
240,instructions,,14,s,Lovejuice,,,,,,133.0,133.0,50.0,50.0,,,,False,False,False,True
241,html-slider-response,100.0,14,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,7.0,7.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
242,instructions,,14,s,END,,,,,,134.0,134.0,50.0,50.0,,,,False,False,False,True
243,instructions,,15,s,BEGIN,,,,,,135.0,135.0,50.0,50.0,,,,False,False,False,True
244,html-slider-response,0.0,15,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,7.0,6.0,53.84615384615385,46.15384615384615,40.0,46.15384615384615,53.84615384615385,False,True,True,False
245,instructions,,15,s,Walktoback,,,,,,136.0,136.0,50.0,50.0,,,,False,False,False,True
246,html-slider-response,0.0,15,q,Walktoback,Default,WalktobackStepinfront,WalktobackSayexcuseme,True,40.0,6.0,0.0,100.0,0.0,40.0,100.0,0.0,False,True,True,False
247,instructions,,15,s,Stepinfront,,,,,,137.0,137.0,50.0,50.0,,,,False,False,False,True
248,html-slider-response,0.0,15,q,Stepinfront,Alter,StepinfrontIgnore,StepinfrontIgnore,False,100.0,5.0,5.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
249,instructions,,15,s,Ignore,,,,,,138.0,138.0,50.0,50.0,,,,False,False,False,True
250,instructions,,15,s,Xstare,,,,,,139.0,139.0,50.0,50.0,,,,False,False,False,True
251,html-slider-response,100.0,15,q,Xstare,Default,XstareDessertcrumble,XstareCreamsplash,True,50.0,4.0,2.0,66.66666666666666,33.33333333333333,50.0,66.66666666666666,33.33333333333333,True,True,True,True
252,instructions,,15,s,Dessertcrumble,,,,,,140.0,140.0,50.0,50.0,,,,False,False,False,True
253,html-slider-response,0.0,15,q,Dessertcrumble,Default,DessertcrumbleCallpoliceman,DessertcrumbleBaristaorders,True,10.0,2.0,7.0,22.22222222222222,77.77777777777779,10.0,22.22222222222222,77.77777777777779,False,True,True,False
254,instructions,,15,s,Callpoliceman,,,,,,141.0,141.0,50.0,50.0,,,,False,False,False,True
255,html-slider-response,100.0,15,q,Callpoliceman,Default,CallpolicemanHatecoffee,CallpolicemanLovejuice,True,70.0,4.0,2.0,66.66666666666666,33.33333333333333,70.0,66.66666666666666,33.33333333333333,True,True,True,True
256,instructions,,15,s,Hatecoffee,,,,,,142.0,142.0,50.0,50.0,,,,False,False,False,True
257,html-slider-response,1.0,15,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,5.0,5.0,50.0,50.0,0.0,50.0,50.0,True,False,True,False
258,instructions,,15,s,END,,,,,,143.0,143.0,50.0,50.0,,,,False,False,False,True
259,instructions,,16,s,BEGIN,,,,,,144.0,144.0,50.0,50.0,,,,False,False,False,True
260,html-slider-response,0.0,16,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,False,40.0,6.0,8.0,42.857142857142854,57.14285714285714,60.0,57.142857142857146,42.85714285714286,False,True,True,False
261,instructions,,16,s,Walktofront,,,,,,145.0,145.0,50.0,50.0,,,,False,False,False,True
262,html-slider-response,0.0,16,q,Walktofront,Permute,WalktofrontStepinfront,WalktofrontStepinfront,False,100.0,4.0,4.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
263,instructions,,16,s,Stepinfront,,,,,,146.0,146.0,50.0,50.0,,,,False,False,False,True
264,html-slider-response,0.0,16,q,Stepinfront,Alter,StepinfrontIgnore,StepinfrontIgnore,False,100.0,6.0,6.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
265,instructions,,16,s,Ignore,,,,,,147.0,147.0,50.0,50.0,,,,False,False,False,True
266,html-slider-response,0.0,16,q,Ignore,Default,IgnoreXstare,IgnoreTurntobarista,False,66.0,3.0,2.0,60.0,40.0,34.0,40.0,60.0,False,True,True,False
267,instructions,,16,s,Xstare,,,,,,148.0,148.0,50.0,50.0,,,,False,False,False,True
268,html-slider-response,100.0,16,q,Xstare,Permute,XstareDessertcrumble,XstareDessertcrumble,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
269,instructions,,16,s,Dessertcrumble,,,,,,149.0,149.0,50.0,50.0,,,,False,False,False,True
270,html-slider-response,100.0,16,q,Dessertcrumble,Alter,DessertcrumbleCallpoliceman,DessertcrumbleCallpoliceman,True,100.0,3.0,3.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
271,instructions,,16,s,Callpoliceman,,,,,,150.0,150.0,50.0,50.0,,,,False,False,False,True
272,html-slider-response,0.0,16,q,Callpoliceman,Permute,CallpolicemanHatecoffee,CallpolicemanHatecoffee,False,100.0,5.0,5.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
273,instructions,,16,s,Hatecoffee,,,,,,151.0,151.0,50.0,50.0,,,,False,False,False,True
274,html-slider-response,100.0,16,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
275,instructions,,16,s,END,,,,,,152.0,152.0,50.0,50.0,,,,False,False,False,True
276,instructions,,17,s,BEGIN,,,,,,153.0,153.0,50.0,50.0,,,,False,False,False,True
277,html-slider-response,100.0,17,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,8.0,7.0,53.333333333333336,46.666666666666664,40.0,46.666666666666664,53.333333333333336,True,True,True,True
278,instructions,,17,s,Walktoback,,,,,,154.0,154.0,50.0,50.0,,,,False,False,False,True
279,html-slider-response,0.0,17,q,Walktoback,Default,WalktobackStepinfront,WalktobackSayexcuseme,True,40.0,7.0,0.0,100.0,0.0,40.0,100.0,0.0,False,True,True,False
280,instructions,,17,s,Stepinfront,,,,,,155.0,155.0,50.0,50.0,,,,False,False,False,True
281,html-slider-response,100.0,17,q,Stepinfront,Default,StepinfrontSubjectstares,StepinfrontIgnore,True,55.0,5.0,7.0,41.66666666666667,58.333333333333336,55.0,41.66666666666667,58.333333333333336,True,True,True,True
282,instructions,,17,s,Subjectstares,,,,,,156.0,156.0,50.0,50.0,,,,False,False,False,True
283,html-slider-response,100.0,17,q,Subjectstares,Default,SubjectstaresTurntobarista,SubjectstaresXshove,False,66.0,3.0,2.0,60.0,40.0,34.0,40.0,60.0,True,True,True,True
284,instructions,,17,s,Turntobarista,,,,,,157.0,157.0,50.0,50.0,,,,False,False,False,True
285,html-slider-response,0.0,17,q,Turntobarista,Default,TurntobaristaDessertcrumble,TurntobaristaCreamsplash,True,50.0,2.0,3.0,40.0,60.0,50.0,40.0,60.0,False,True,True,False
286,instructions,,17,s,Dessertcrumble,,,,,,158.0,158.0,50.0,50.0,,,,False,False,False,True
287,html-slider-response,0.0,17,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,7.0,7.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
288,instructions,,17,s,Baristaorders,,,,,,159.0,159.0,50.0,50.0,,,,False,False,False,True
289,html-slider-response,0.0,17,q,Baristaorders,Permute,BaristaordersHatecoffee,BaristaordersHatecoffee,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
290,instructions,,17,s,Hatecoffee,,,,,,160.0,160.0,50.0,50.0,,,,False,False,False,True
291,html-slider-response,0.0,17,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,7.0,7.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
292,instructions,,17,s,END,,,,,,161.0,161.0,50.0,50.0,,,,False,False,False,True
293,instructions,,18,s,BEGIN,,,,,,162.0,162.0,50.0,50.0,,,,False,False,False,True
294,html-slider-response,0.0,18,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,9.0,7.0,56.25,43.75,60.0,56.25,43.75,False,True,True,False
295,instructions,,18,s,Walktoback,,,,,,163.0,163.0,50.0,50.0,,,,False,False,False,True
296,html-slider-response,100.0,18,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,8.0,8.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
297,instructions,,18,s,Stepinfront,,,,,,164.0,164.0,50.0,50.0,,,,False,False,False,True
298,html-slider-response,100.0,18,q,Stepinfront,Default,StepinfrontShove,StepinfrontSubjectstares,True,16.0,0.0,6.0,0.0,100.0,16.0,0.0,100.0,True,True,False,True
299,instructions,,18,s,Shove,,,,,,165.0,165.0,50.0,50.0,,,,False,False,False,True
300,instructions,,18,s,Xshove,,,,,,166.0,166.0,50.0,50.0,,,,False,False,False,True
301,html-slider-response,100.0,18,q,Xshove,Permute,XshoveDessertcrumble,XshoveDessertcrumble,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
302,instructions,,18,s,Dessertcrumble,,,,,,167.0,167.0,50.0,50.0,,,,False,False,False,True
303,html-slider-response,100.0,18,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,8.0,8.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
304,instructions,,18,s,Baristaorders,,,,,,168.0,168.0,50.0,50.0,,,,False,False,False,True
305,html-slider-response,100.0,18,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,False,70.0,5.0,2.0,71.42857142857143,28.57142857142857,30.0,28.57142857142857,71.42857142857143,True,True,True,True
306,instructions,,18,s,Lovejuice,,,,,,169.0,169.0,50.0,50.0,,,,False,False,False,True
307,html-slider-response,100.0,18,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,8.0,8.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
308,instructions,,18,s,END,,,,,,170.0,170.0,50.0,50.0,,,,False,False,False,True
309,instructions,,19,s,BEGIN,,,,,,171.0,171.0,50.0,50.0,,,,False,False,False,True
310,html-slider-response,0.0,19,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,10.0,7.0,58.82352941176471,41.17647058823529,40.0,41.17647058823529,58.82352941176471,False,True,True,False
311,instructions,,19,s,Walktoback,,,,,,172.0,172.0,50.0,50.0,,,,False,False,False,True
312,html-slider-response,0.0,19,q,Walktoback,Default,WalktobackSayexcuseme,WalktobackStepinfront,False,60.0,0.0,9.0,0.0,100.0,40.0,100.0,0.0,False,True,True,False
313,instructions,,19,s,Sayexcuseme,,,,,,173.0,173.0,50.0,50.0,,,,False,False,False,True
314,html-slider-response,0.0,19,q,Sayexcuseme,Permute,SayexcusemeShove,SayexcusemeShove,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
315,instructions,,19,s,Shove,,,,,,174.0,174.0,50.0,50.0,,,,False,False,False,True
316,html-slider-response,100.0,19,q,Shove,Permute,ShoveXshove,ShoveXshove,True,100.0,2.0,2.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
317,instructions,,19,s,Xshove,,,,,,175.0,175.0,50.0,50.0,,,,False,False,False,True
318,html-slider-response,100.0,19,q,Xshove,Permute,XshoveDessertcrumble,XshoveDessertcrumble,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
319,instructions,,19,s,Dessertcrumble,,,,,,176.0,176.0,50.0,50.0,,,,False,False,False,True
320,html-slider-response,100.0,19,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,9.0,9.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
321,instructions,,19,s,Baristaorders,,,,,,177.0,177.0,50.0,50.0,,,,False,False,False,True
322,html-slider-response,100.0,19,q,Baristaorders,Permute,BaristaordersLovejuice,BaristaordersLovejuice,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
323,instructions,,19,s,Lovejuice,,,,,,178.0,178.0,50.0,50.0,,,,False,False,False,True
324,html-slider-response,100.0,19,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,9.0,9.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
325,instructions,,19,s,END,,,,,,179.0,179.0,50.0,50.0,,,,False,False,False,True
326,instructions,,20,s,BEGIN,,,,,,180.0,180.0,50.0,50.0,,,,False,False,False,True
327,html-slider-response,0.0,20,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,7.0,11.0,38.88888888888889,61.111111111111114,40.0,38.88888888888889,61.111111111111114,False,True,True,False
328,instructions,,20,s,Walktofront,,,,,,181.0,181.0,50.0,50.0,,,,False,False,False,True
329,html-slider-response,0.0,20,q,Walktofront,Alter,WalktofrontSayexcuseme,WalktofrontSayexcuseme,False,100.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
330,instructions,,20,s,Sayexcuseme,,,,,,182.0,182.0,50.0,50.0,,,,False,False,False,True
331,html-slider-response,0.0,20,q,Sayexcuseme,Default,SayexcusemeSubjectstares,SayexcusemeShove,False,55.0,1.0,3.0,25.0,75.0,45.0,75.0,25.0,False,True,True,False
332,instructions,,20,s,Subjectstares,,,,,,183.0,183.0,50.0,50.0,,,,False,False,False,True
333,html-slider-response,100.0,20,q,Subjectstares,Default,SubjectstaresTurntobarista,SubjectstaresXshove,True,66.0,4.0,2.0,66.66666666666666,33.33333333333333,66.0,66.66666666666666,33.33333333333333,True,True,True,True
334,instructions,,20,s,Turntobarista,,,,,,184.0,184.0,50.0,50.0,,,,False,False,False,True
335,instructions,,20,s,Dessertcrumble,,,,,,185.0,185.0,50.0,50.0,,,,False,False,False,True
336,instructions,,20,s,Callpoliceman,,,,,,186.0,186.0,50.0,50.0,,,,False,False,False,True
337,html-slider-response,100.0,20,q,Callpoliceman,Default,CallpolicemanHatecoffee,CallpolicemanLovejuice,False,70.0,6.0,2.0,75.0,25.0,30.0,25.0,75.0,True,True,True,True
338,instructions,,20,s,Hatecoffee,,,,,,187.0,187.0,50.0,50.0,,,,False,False,False,True
339,html-slider-response,0.0,20,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,8.0,8.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
340,instructions,,20,s,END,,,,,,188.0,188.0,50.0,50.0,,,,False,False,False,True
341,instructions,,21,s,BEGIN,,,,,,189.0,189.0,50.0,50.0,,,,False,False,False,True
342,html-slider-response,100.0,21,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,8.0,11.0,42.10526315789473,57.89473684210527,40.0,42.10526315789473,57.89473684210527,True,True,True,True
343,instructions,,21,s,Walktofront,,,,,,190.0,190.0,50.0,50.0,,,,False,False,False,True
344,instructions,,21,s,Sayexcuseme,,,,,,191.0,191.0,50.0,50.0,,,,False,False,False,True
345,html-slider-response,100.0,21,q,Sayexcuseme,Permute,SayexcusemeShove,SayexcusemeShove,True,100.0,3.0,3.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
346,instructions,,21,s,Shove,,,,,,192.0,192.0,50.0,50.0,,,,False,False,False,True
347,html-slider-response,0.0,21,q,Shove,Default,ShoveXstare,ShoveXshove,False,33.0,1.0,3.0,25.0,75.0,67.0,75.0,25.0,False,True,True,False
348,instructions,,21,s,Xstare,,,,,,193.0,193.0,50.0,50.0,,,,False,False,False,True
349,instructions,,21,s,Dessertcrumble,,,,,,194.0,194.0,50.0,50.0,,,,False,False,False,True
350,instructions,,21,s,Baristaorders,,,,,,195.0,195.0,50.0,50.0,,,,False,False,False,True
351,html-slider-response,0.0,21,q,Baristaorders,Permute,BaristaordersLovejuice,BaristaordersLovejuice,False,100.0,7.0,7.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
352,instructions,,21,s,Lovejuice,,,,,,196.0,196.0,50.0,50.0,,,,False,False,False,True
353,html-slider-response,1.0,21,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,10.0,10.0,50.0,50.0,0.0,50.0,50.0,True,False,True,False
354,instructions,,21,s,END,,,,,,197.0,197.0,50.0,50.0,,,,False,False,False,True
355,instructions,,22,s,BEGIN,,,,,,198.0,198.0,50.0,50.0,,,,False,False,False,True
356,html-slider-response,100.0,22,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,9.0,11.0,45.0,55.00000000000001,40.0,45.0,55.00000000000001,True,True,True,True
357,instructions,,22,s,Walktofront,,,,,,199.0,199.0,50.0,50.0,,,,False,False,False,True
358,html-slider-response,0.0,22,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,True,50.0,5.0,4.0,55.55555555555556,44.44444444444444,50.0,55.55555555555556,44.44444444444444,False,True,True,False
359,instructions,,22,s,Stepinfront,,,,,,200.0,200.0,50.0,50.0,,,,False,False,False,True
360,instructions,,22,s,Subjectstares,,,,,,201.0,201.0,50.0,50.0,,,,False,False,False,True
361,html-slider-response,100.0,22,q,Subjectstares,Default,SubjectstaresTurntobarista,SubjectstaresXstare,True,85.0,5.0,2.0,71.42857142857143,28.57142857142857,85.0,71.42857142857143,28.57142857142857,True,True,True,True
362,instructions,,22,s,Turntobarista,,,,,,202.0,202.0,50.0,50.0,,,,False,False,False,True
363,html-slider-response,0.0,22,q,Turntobarista,Default,TurntobaristaCreamsplash,TurntobaristaDessertcrumble,False,50.0,3.0,3.0,50.0,50.0,50.0,50.0,50.0,False,True,True,False
364,instructions,,22,s,Creamsplash,,,,,,203.0,203.0,50.0,50.0,,,,False,False,False,True
365,html-slider-response,0.0,22,q,Creamsplash,Alter,CreamsplashBaristaorders,CreamsplashBaristaorders,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
366,instructions,,22,s,Baristaorders,,,,,,204.0,204.0,50.0,50.0,,,,False,False,False,True
367,html-slider-response,100.0,22,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,8.0,2.0,80.0,20.0,70.0,80.0,20.0,True,True,True,True
368,instructions,,22,s,Lovejuice,,,,,,205.0,205.0,50.0,50.0,,,,False,False,False,True
369,html-slider-response,0.0,22,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,11.0,11.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
370,instructions,,22,s,END,,,,,,206.0,206.0,50.0,50.0,,,,False,False,False,True
371,instructions,,23,s,BEGIN,,,,,,207.0,207.0,50.0,50.0,,,,False,False,False,True
372,html-slider-response,0.0,23,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,11.0,10.0,52.38095238095239,47.61904761904761,60.0,52.38095238095239,47.61904761904761,False,True,True,False
373,instructions,,23,s,Walktoback,,,,,,208.0,208.0,50.0,50.0,,,,False,False,False,True
374,html-slider-response,0.0,23,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,False,100.0,9.0,9.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
375,instructions,,23,s,Stepinfront,,,,,,209.0,209.0,50.0,50.0,,,,False,False,False,True
376,html-slider-response,0.0,23,q,Stepinfront,Default,StepinfrontSubjectstares,StepinfrontIgnore,False,55.0,6.0,7.0,46.15384615384615,53.84615384615385,45.0,53.84615384615385,46.15384615384615,False,True,True,False
377,instructions,,23,s,Subjectstares,,,,,,210.0,210.0,50.0,50.0,,,,False,False,False,True
378,html-slider-response,0.0,23,q,Subjectstares,Default,SubjectstaresTurntobarista,SubjectstaresXshove,False,66.0,6.0,2.0,75.0,25.0,34.0,25.0,75.0,False,True,True,False
379,instructions,,23,s,Turntobarista,,,,,,211.0,211.0,50.0,50.0,,,,False,False,False,True
380,html-slider-response,100.0,23,q,Turntobarista,Permute,TurntobaristaCreamsplash,TurntobaristaCreamsplash,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
381,instructions,,23,s,Creamsplash,,,,,,212.0,212.0,50.0,50.0,,,,False,False,False,True
382,html-slider-response,100.0,23,q,Creamsplash,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,False,90.0,4.0,2.0,66.66666666666666,33.33333333333333,10.0,33.33333333333334,66.66666666666667,True,True,True,True
383,instructions,,23,s,Callpoliceman,,,,,,213.0,213.0,50.0,50.0,,,,False,False,False,True
384,html-slider-response,0.0,23,q,Callpoliceman,Permute,CallpolicemanLovejuice,CallpolicemanLovejuice,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
385,instructions,,23,s,Lovejuice,,,,,,214.0,214.0,50.0,50.0,,,,False,False,False,True
386,html-slider-response,100.0,23,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,12.0,12.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
387,instructions,,23,s,END,,,,,,215.0,215.0,50.0,50.0,,,,False,False,False,True
388,instructions,,24,s,BEGIN,,,,,,216.0,216.0,50.0,50.0,,,,False,False,False,True
389,html-slider-response,100.0,24,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,False,40.0,10.0,12.0,45.45454545454545,54.54545454545454,60.0,54.54545454545455,45.45454545454546,True,True,True,True
390,instructions,,24,s,Walktofront,,,,,,217.0,217.0,50.0,50.0,,,,False,False,False,True
391,html-slider-response,0.0,24,q,Walktofront,Permute,WalktofrontStepinfront,WalktofrontStepinfront,False,100.0,6.0,6.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
392,instructions,,24,s,Stepinfront,,,,,,218.0,218.0,50.0,50.0,,,,False,False,False,True
393,html-slider-response,0.0,24,q,Stepinfront,Default,StepinfrontSubjectstares,StepinfrontIgnore,True,55.0,7.0,7.0,50.0,50.0,55.0,50.0,50.0,False,True,True,False
